member_id,full_name,gender,branch,occupation,phone_number,join_date,monthly_contribution_kes,member_status,national_id
MEM1069,Joseph Kariuki,Male,Nakuru,Police Officer,0722345684,2021-10-19,1500,Active,33731806
MEM1070,Florence Ndolo,Female,Nakuru,Police Officer,0733541435,2023-02-03,1000,Active,24440515
MEM1071,Rotich Muturi,Male,Nakuru,Small Business Owner,0720911673,2023-05-17,1000,Active,39496511
MEM1072,Ian Mwenda,Female,Nairobi,Police Officer,0700705540,2020-02-08,1000,Active,18456191
MEM1073,Sharon Oguta,Male,Kisumu,Nurse,0720721885,2020-03-23,500,Active,26766539
MEM1074,Eric Chepkemoi,Male,Nairobi,Civil Servant,0722271993,2023-04-13,500,Active,13044544
MEM1075,Lilian Matheka,Female,Nakuru,Nurse,0711415183,2022-01-04,5000,Active,16193020
MEM1076,Ndegwa Kyalo,Female,Nairobi,Driver,0712695578,2019-02-11,1500,Active,18741116
MEM1077,Purity Mwenda,Male,Nakuru,Civil Servant,0711236200,2018-06-05,1500,Active,23469680
MEM1078,Winnie Okello,Male,Kisumu,Accountant,0701926874,2021-04-27,2000,Suspended,16731263
MEM1079,Beatrice Aoko,Female,Kisumu,Small Business Owner,0722194789,2021-11-15,1000,Active,17604783
MEM1080,Rose Mwenda,Female,Nakuru,Small Business Owner,0700931377,2022-08-29,3000,Active,21784339
MEM1081,Isaac Awino,Male,Mombasa,Farmer,0711940422,2021-07-08,2500,Inactive,31717276
MEM1082,Mwikali Kariuki,Male,Kisumu,Driver,0701580995,2019-05-13,500,Suspended,31240201
MEM1083,Njoroge Ojwang,Female,Nairobi,Nurse,0720273373,2018-07-28,1500,Inactive,12736981
MEM1084,Tabitha Onyango,Male,Nairobi,Accountant,0729100884,2021-11-28,3000,Active,21399117
MEM1085,Hellen Mwangi,Male,Nairobi,Shopkeeper,0711310141,2022-05-02,3000,Active,25157459
MEM1086,Rotich Muturi,Male,Kisumu,Nurse,0711415917,2019-09-10,1500,Active,35226738
MEM1087,Chebet Rotich,Male,Nairobi,Shopkeeper,0700184279,2022-10-08,2000,Active,13155052
MEM1088,Felix Kimani,Female,Nairobi,Nurse,0711347656,2021-11-02,1000,Active,27578068
MEM1089,Francis Achieng,Male,Mombasa,Civil Servant,0712557754,2021-05-14,5000,Active,18649253
MEM1090,Ian Muthoni,Female,Mombasa,Shopkeeper,0733859309,2022-07-08,1000,Active,10684535
MEM1091,Eric Matheka,Male,Kisumu,Shopkeeper,0712261625,2018-09-05,3000,Active,39504454
MEM1092,John Rotich,Female,Mombasa,Engineer,0701105184,2022-06-19,2000,Active,30339335
MEM1093,Fredrick Waithaka,Female,Nairobi,Small Business Owner,0729267069,2021-03-05,2000,Active,12043494
MEM1094,John Mureithi,Male,Mombasa,Farmer,0701204766,2022-05-22,1500,Active,28694126
MEM1095,Robert Murimi,Male,Nakuru,Civil Servant,0729676537,2018-03-26,1000,Active,11984617
MEM1096,Harrison Ojwang,Male,Mombasa,Farmer,0720832723,2019-12-13,1000,Active,32907949
MEM1097,Daniel Okello,Female,Kisumu,Driver,0712595248,2020-12-27,1000,Inactive,22520735
MEM1098,Janet Kariuki,Female,Nairobi,Civil Servant,0720971730,2020-05-27,1000,Active,13204123
MEM1099,Duncan Wanjiku,Female,Kisumu,Nurse,0729840529,2021-09-16,2500,Active,15654361
MEM1100,Sharon Odero,Male,Nairobi,Police Officer,0712900122,2020-01-29,1500,Active,10058012
MEM1101,Pauline Awuor,Female,Nairobi,Teacher,0733506400,2018-05-22,500,Inactive,27754353
MEM1102,Grace Adhiambo,Male,Nairobi,Accountant,0711433821,2020-11-02,5000,Active,10422063
MEM1103,Moses Kabiru,Female,Nairobi,Small Business Owner,0711519308,2021-08-19,3000,Suspended,10156398
MEM1104,Beatrice Chebet,Female,Nairobi,Driver,0701396951,2019-11-30,3000,Active,20967590
MEM1105,Patrick Gitau,Female,Nairobi,Teacher,0720725935,2018-01-26,5000,Active,22910185
MEM1106,Emmanuel Yego,Female,Mombasa,Shopkeeper,0720660060,2022-10-06,1000,Active,20276510
MEM1107,Pauline Kabiru,Male,Nakuru,Police Officer,0733463716,2020-05-10,1500,Active,10927899
MEM1108,Beatrice Kirui,Male,Nairobi,Police Officer,0729802416,2022-08-12,2500,Active,36844826
MEM1109,Jacqueline Aoko,Female,Mombasa,Teacher,0722332463,2020-09-30,2000,Active,29061556
MEM1110,Gerald Gitau,Male,Nairobi,Police Officer,0711905142,2018-08-05,1000,Active,28903382
MEM1111,Agnes Okello,Female,Kisumu,Engineer,0712487063,2020-06-06,2500,Active,22577409
MEM1112,Pauline Mwangi,Female,Mombasa,Nurse,0701456359,2023-05-22,1000,Active,38835290
MEM1113,Njenga Njoroge,Female,Nairobi,Driver,0722740225,2020-01-12,1000,Active,12328316
MEM1114,Joshua Okumu,Male,Nairobi,Engineer,0720181023,2021-07-25,1500,Inactive,15784547
MEM1115,Patrick Adhiambo,Male,Nairobi,Civil Servant,0712244787,2022-12-31,2000,Active,16324409
MEM1116,George Aoko,Female,Nairobi,Police Officer,0729297101,2022-08-25,2000,Active,31356783
MEM1117,Lydiah Maina,Female,Kisumu,Police Officer,0722321493,2020-07-30,500,Active,30833020
MEM1118,Moses Rotich,Female,Nakuru,Nurse,0700556550,2021-12-19,3000,Active,26716863
MEM1119,David Njeri,Male,Mombasa,Police Officer,0733456082,2018-11-10,1000,Active,16099749
MEM1120,Stephen Gathogo,Male,Nairobi,Police Officer,0720785815,2020-06-10,1000,Active,27958801
MEM1121,Achieng Matheka,Female,Nairobi,Small Business Owner,0711546390,2018-12-27,3000,Inactive,17327410
MEM1122,Rose Chebet,Female,Nakuru,Police Officer,0711398806,2022-02-11,5000,Active,21584599
MEM1123,Simon Njoroge,Female,Nairobi,Civil Servant,0700505605,2020-12-04,3000,Active,13253631
MEM1124,Kevin Musyoka,Male,Kisumu,Accountant,0729136518,2023-06-01,2500,Active,39262722
MEM1125,Erick Aoko,Female,Nairobi,Civil Servant,0700542223,2021-08-25,2000,Active,32923753
MEM1126,Joseph Ndolo,Male,Nairobi,Farmer,0711271487,2019-07-08,2000,Inactive,15189903
MEM1127,Grace Aoko,Male,Nairobi,Civil Servant,0720815485,2021-06-15,500,Active,30123207
MEM1128,Ndegwa Mwenda,Female,Mombasa,Civil Servant,0733587506,2022-07-14,1500,Active,22555004
MEM1129,John Gitonga,Female,Kisumu,Civil Servant,0733463108,2023-02-27,1500,Active,29259741
MEM1130,Erick Ouma,Male,Nairobi,Civil Servant,0733787728,2021-01-07,1000,Active,15936728
MEM1131,Caroline Chepkemoi,Male,Kisumu,Civil Servant,0720942583,2022-05-06,2000,Active,39911654
MEM1132,Joshua Aoko,Female,Kisumu,Small Business Owner,0722268698,2020-09-17,1500,Active,24787357
MEM1133,Purity Kimani,Male,Kisumu,Driver,0701234993,2020-08-10,500,Active,33701762
MEM1134,Ndegwa Matheka,Female,Kisumu,Small Business Owner,0720819636,2020-06-11,1000,Active,38386145
MEM1135,Robert Yego,Female,Nairobi,Farmer,0729112151,2022-08-19,2000,Active,39516892
MEM1136,Lucy Gitau,Male,Nairobi,Small Business Owner,0729785577,2022-02-06,500,Active,35903471
MEM1137,Caroline Ogol,Female,Mombasa,Teacher,0720542978,2021-04-28,3000,Active,15955643
MEM1138,Chebet Mwenda,Female,Nakuru,Engineer,0722417670,2019-07-04,1500,Inactive,27023127
MEM1139,Faith Odhiambo,Male,Nairobi,Small Business Owner,0720371213,2019-10-23,1500,Active,14994568
MEM1140,Wanjiru Kuria,Male,Nairobi,Shopkeeper,0733732958,2022-10-11,2000,Active,37325436
MEM1141,Kariuki Gitau,Male,Mombasa,Nurse,0729626449,2019-05-18,2500,Active,37480927
MEM1142,James Njoroge,Male,Nairobi,Teacher,0701918941,2022-08-29,1000,Active,24935294
MEM1143,Wangari Gitonga,Female,Kisumu,Police Officer,0729846610,2023-03-30,2000,Active,11018097
MEM1144,Allan Kabiru,Female,Nairobi,Shopkeeper,0701985174,2018-06-27,2000,Active,30873628
MEM1145,Kamau Oguta,Male,Kisumu,Accountant,0701217096,2019-07-26,1000,Active,11301048
MEM1146,Dennis Gakuya,Male,Kisumu,Police Officer,0711544664,2022-12-11,3000,Active,28038521
MEM1147,Laban Mbugua,Female,Kisumu,Civil Servant,0720807494,2020-07-12,2500,Active,39804171
MEM1148,Faith Mugo,Female,Nairobi,Teacher,0733257692,2019-05-15,2000,Active,36630390
MEM1149,Elijah Mutua,Female,Nairobi,Driver,0722453491,2022-03-17,3000,Suspended,14036030
MEM1150,Joshua Onyango,Male,Kisumu,Farmer,0700307212,2020-08-09,3000,Active,37085299
MEM1151,Isaac Rotich,Male,Nairobi,Civil Servant,0729556013,2021-03-13,2000,Active,20457753
MEM1152,Lilian Mureithi,Male,Nairobi,Small Business Owner,0722587339,2021-06-03,2500,Active,19778799
MEM1153,Christine Wainaina,Female,Kisumu,Small Business Owner,0700141779,2021-09-30,2000,Inactive,13616326
MEM1154,Edwin Matheka,Female,Nairobi,Shopkeeper,0733613405,2020-02-16,2000,Active,21712309
MEM1155,Kevin Awino,Male,Kisumu,Small Business Owner,0729484936,2019-11-20,2000,Active,32918752
MEM1156,Ndegwa Maina,Male,Mombasa,Engineer,0722728441,2018-02-28,2500,Active,16053781
MEM1157,Harrison Mwenda,Female,Kisumu,Teacher,0701364583,2020-10-09,1000,Inactive,29800682
MEM1158,Simon Murimi,Male,Kisumu,Civil Servant,0720453854,2022-10-09,3000,Active,27397598
MEM1159,Fredrick Okello,Female,Kisumu,Teacher,0700904083,2019-10-28,3000,Active,15616518
MEM1160,Sharon Wainaina,Male,Nairobi,Small Business Owner,0722669113,2019-01-08,500,Active,13346100
MEM1161,Mark Akello,Male,Kisumu,Accountant,0700287410,2020-09-25,2500,Active,26698398
MEM1162,John Korir,Female,Mombasa,Nurse,0700474221,2019-03-11,1000,Active,16481363
MEM1163,Felix Odhiambo,Female,Mombasa,Farmer,0720118369,2019-12-28,1000,Active,30250212
MEM1164,Wambua Munyao,Female,Nairobi,Teacher,0729440401,2022-06-22,2000,Active,15209413
MEM1165,James Kamau,Female,Mombasa,Farmer,0700766876,2019-06-14,1000,Active,30575296
MEM1166,Gerald Gicheru,Female,Mombasa,Teacher,0722724719,2019-11-29,2500,Active,21321154
MEM1167,Edward Mulwa,Female,Kisumu,Accountant,0733474597,2019-07-27,2500,Active,25256095
MEM1168,Isaac Kimani,Male,Nairobi,Police Officer,0722657075,2022-12-08,1500,Active,32095190
MEM1169,Kariuki Wambua,Female,Nairobi,Civil Servant,0720360704,2021-05-05,500,Active,28387172
MEM1170,Elijah Mwangi,Male,Nairobi,Nurse,0711188129,2021-12-07,1000,Active,37909574
MEM1171,Njoroge Ojwang,Male,Nakuru,Engineer,0733232177,2022-12-08,2000,Inactive,23047501
MEM1172,Gerald Rotich,Female,Nakuru,Police Officer,0711763664,2019-07-20,5000,Active,36308776
MEM1173,Ann Oguta,Female,Nairobi,Accountant,0729552041,2021-02-12,2000,Active,25030223
MEM1174,Allan Ogola,Female,Nakuru,Teacher,0700462163,2018-01-21,1000,Inactive,13905119
MEM1175,Rose Gicheru,Male,Nairobi,Accountant,0729822460,2020-11-24,2000,Active,32438019
MEM1176,Mwangi Kamau,Male,Nairobi,Civil Servant,0712965674,2023-04-26,1500,Active,28604652
MEM1177,Catherine Musyoka,Female,Mombasa,Engineer,0729142615,2019-01-27,2500,Active,12196593
MEM1178,Lucy Muthoni,Male,Mombasa,Shopkeeper,0733442452,2018-06-25,1000,Active,21352938
MEM1179,Alex Kamau,Male,Nakuru,Small Business Owner,0701140147,2019-05-10,2500,Active,18261845
MEM1180,Thomas Wanjiku,Female,Kisumu,Nurse,0711738953,2022-01-14,1500,Active,22270638
MEM1181,Tabitha Ogola,Female,Nairobi,Accountant,0733500464,2020-04-12,5000,Active,14743971
MEM1182,Francis Onyango,Female,Nakuru,Farmer,0733454180,2020-09-27,1000,Active,18034654
MEM1183,Edwin Nderitu,Female,Nairobi,Police Officer,0700543054,2021-02-11,2000,Active,37433617
MEM1184,Njenga Ngethe,Male,Mombasa,Farmer,0720123470,2022-04-02,3000,Active,26467446
MEM1185,Ruth Kilonzo,Male,Nakuru,Civil Servant,0711883041,2019-05-08,1000,Inactive,16319647
MEM1186,Victor Otieno,Female,Nairobi,Police Officer,0700856646,2021-11-15,3000,Active,36644029
MEM1187,Tabitha Kilonzo,Female,Mombasa,Teacher,0733977504,2020-09-02,2000,Active,23565543
MEM1188,Harrison Wainaina,Male,Kisumu,Shopkeeper,0720222080,2021-08-15,500,Active,11395541
MEM1189,James Njeri,Female,Kisumu,Civil Servant,0712698626,2021-12-28,1000,Active,22023271
MEM1190,Ndegwa Auma,Female,Kisumu,Engineer,0700417929,2020-10-02,2000,Inactive,11967101
MEM1191,Michael Mureithi,Male,Nairobi,Driver,0712827981,2020-07-06,500,Active,26120334
MEM1192,Ian Matheka,Male,Nairobi,Accountant,0722492415,2022-06-12,2000,Inactive,37209535
MEM1193,Achieng Gitau,Male,Kisumu,Police Officer,0729325663,2018-02-05,1000,Active,38306564
MEM1194,Erick Muthoni,Female,Kisumu,Civil Servant,0720388134,2018-07-10,2000,Inactive,32134517
MEM1195,Fredrick Gicheru,Female,Mombasa,Nurse,0711390302,2019-08-26,500,Active,33744372
MEM1196,Joseph Chepkemoi,Male,Nairobi,Nurse,0722733992,2019-03-30,3000,Active,35320561
MEM1197,Joseph Chepkemoi,Male,Nairobi,Teacher,0720290065,2020-04-08,5000,Active,38154255
MEM1198,Alice Mwenda,Female,Nairobi,Police Officer,0700385925,2021-11-17,5000,Active,29835139
MEM1199,Boniface Mureithi,Male,Nairobi,Accountant,0722526962,2019-05-14,2000,Active,13314519
MEM1200,Francis Wanjiku,Female,Mombasa,Shopkeeper,0712119628,2019-09-20,1000,Active,38446580
MEM1201,Gregory Kabiru,Female,Kisumu,Civil Servant,0720789137,2021-09-21,2500,Active,27443063
MEM1202,Kamau Kyalo,Male,Kisumu,Shopkeeper,0711388115,2021-04-06,500,Active,13051892
MEM1203,James Ogol,Female,Mombasa,Civil Servant,0700584904,2020-01-26,500,Active,32263788
MEM1204,Felix Achieng,Female,Nairobi,Engineer,0701201866,2020-08-27,1000,Active,31971580
MEM1205,Lydiah Odero,Male,Nairobi,Teacher,0712335745,2021-02-07,1500,Active,20755975
MEM1206,Edward Mureithi,Male,Nairobi,Small Business Owner,0722843449,2020-12-23,2500,Inactive,27694509
MEM1207,Catherine Musyoka,Female,Nakuru,Nurse,0701331795,2019-12-06,2000,Active,28891034
MEM1208,Achieng Owino,Female,Mombasa,Farmer,0733741084,2020-05-21,1500,Active,29296710
MEM1209,Boniface Kariuki,Female,Nairobi,Police Officer,0700863535,2022-03-08,1000,Active,33562120
MEM1210,Thomas Achieng,Female,Mombasa,Farmer,0729716472,2021-02-01,5000,Active,27848464
MEM1211,Tabitha Awuor,Male,Nairobi,Driver,0720765607,2019-11-09,1500,Active,27504435
MEM1212,Elijah Mwenda,Male,Mombasa,Driver,0701667759,2019-12-22,1500,Active,23226650
MEM1213,Kevin Odhiambo,Female,Nakuru,Shopkeeper,0720598705,2021-12-10,1000,Active,35398137
MEM1214,Isaac Muthoni,Male,Nairobi,Police Officer,0722459609,2020-07-18,2500,Active,28333508
MEM1215,Brian Kimani,Male,Nairobi,Nurse,0701435169,2019-07-09,2000,Active,31582160
MEM1216,Rotich Mwangi,Male,Nairobi,Driver,0701962588,2019-09-20,1000,Active,16742162
MEM1217,Thomas Ogol,Male,Nairobi,Farmer,0729259151,2019-05-30,500,Active,19481192
MEM1218,Esther Murimi,Male,Kisumu,Teacher,0729995857,2019-04-18,2000,Active,20748035
MEM1219,Eunice Gitau,Female,Mombasa,Police Officer,0729320869,2018-09-05,2000,Active,14545809
MEM1220,Brian Muturi,Female,Nairobi,Small Business Owner,0711805676,2022-01-17,1000,Active,25029183
MEM1221,Joseph Ouma,Female,Mombasa,Nurse,0720368113,2019-01-30,5000,Active,35619567
MEM1222,Grace Ndolo,Female,Nairobi,Police Officer,0720133833,2019-10-09,1000,Active,16645170
MEM1223,Christine Mwangi,Male,Nairobi,Nurse,0733762054,2018-09-02,1500,Active,19830077
MEM1224,Chepkemoi Akello,Male,Nairobi,Accountant,0729688592,2022-03-02,3000,Active,31016458
MEM1225,Philip Murimi,Female,Mombasa,Driver,0701187128,2021-01-02,1500,Suspended,24304898
MEM1226,Joyce Munyao,Male,Nairobi,Shopkeeper,0712884346,2023-05-02,2000,Active,23563979
MEM1227,Stephen Awino,Female,Kisumu,Teacher,0701418801,2022-04-10,1500,Active,24600836
MEM1228,David Akello,Male,Nairobi,Police Officer,0700887331,2021-11-14,1000,Inactive,22652267
MEM1229,Boniface Gathogo,Female,Mombasa,Civil Servant,0701573431,2019-01-15,5000,Suspended,12764512
MEM1230,Esther Ojwang,Male,Mombasa,Accountant,0729131000,2019-01-28,1500,Active,26457286
MEM1231,Patrick Mwenda,Female,Nairobi,Accountant,0711755216,2019-03-20,3000,Active,10799741
MEM1232,Laban Rotich,Female,Kisumu,Accountant,0711754589,2022-02-21,1000,Active,26483259
MEM1233,Daniel Njoroge,Male,Mombasa,Teacher,0701692332,2020-09-18,1000,Active,13500348
MEM1234,Peter Oguta,Male,Nairobi,Engineer,0720535571,2019-07-21,500,Suspended,20788236
MEM1235,Kevin Mutua,Male,Nairobi,Small Business Owner,0722887887,2022-01-23,2000,Active,28832525
MEM1236,Samuel Njoroge,Female,Nairobi,Shopkeeper,0700683469,2021-04-22,1500,Active,26243851
MEM1237,Alex Njoroge,Male,Kisumu,Teacher,0729346120,2023-06-24,3000,Active,30456903
MEM1238,Joshua Odero,Female,Nairobi,Small Business Owner,0720663706,2022-04-06,1500,Active,23046253
MEM1239,Joseph Ndegwa,Female,Nairobi,Police Officer,0711496811,2020-12-10,5000,Active,20264219
MEM1240,Gerald Njoroge,Female,Nairobi,Engineer,0733201690,2021-05-07,1000,Active,26697175
MEM1241,Chebet Achieng,Female,Nakuru,Small Business Owner,0720328909,2019-08-03,3000,Active,36385861
MEM1242,Irene Oguta,Female,Nakuru,Engineer,0712216006,2018-07-25,2500,Active,35861768
MEM1243,Janet Ouma,Male,Nakuru,Accountant,0700287299,2022-09-02,2500,Active,19636629
MEM1244,Mutua Aoko,Female,Kisumu,Engineer,0711904126,2019-02-02,2500,Suspended,35865190
MEM1245,Ruth Kamau,Male,Nairobi,Accountant,0720676790,2019-08-30,2500,Active,32952989
MEM1246,Mark Okumu,Female,Kisumu,Engineer,0720469124,2019-04-11,2000,Active,33451248
MEM1247,Wanjiru Ogol,Female,Nakuru,Civil Servant,0712538493,2020-01-10,1000,Active,11849370
MEM1248,Mutua Ouma,Female,Nakuru,Engineer,0700434918,2019-01-03,500,Active,27701644
MEM1249,Sharon Mwangi,Male,Mombasa,Police Officer,0701760891,2019-09-12,3000,Inactive,37892363
MEM1250,Mark Akello,Female,Mombasa,Civil Servant,0733796500,2018-01-29,2000,Active,11396956
MEM1251,Chepkemoi Muthoni,Male,Nairobi,Engineer,0701626704,2021-12-21,2500,Suspended,16310880
MEM1252,Joyce Ndegwa,Male,Nairobi,Driver,0720336033,2020-12-29,1500,Active,12992635
MEM1253,Mary Mutua,Female,Nairobi,Teacher,0720618870,2018-09-17,1000,Active,20305231
MEM1254,Chepkemoi Muthoni,Male,Nairobi,Teacher,0729400189,2019-07-16,1000,Active,39933658
MEM1255,Rotich Chepkemoi,Female,Mombasa,Police Officer,0729264592,2018-04-04,2000,Active,29712217
MEM1256,Ndegwa Kabiru,Female,Kisumu,Police Officer,0711519487,2023-06-19,1500,Active,35093728
MEM1257,Ann Awuor,Male,Mombasa,Nurse,0700103499,2018-04-22,1000,Active,29168805
MEM1258,Wangari Ojwang,Male,Nairobi,Driver,0701899995,2021-02-07,1500,Active,28212910
MEM1259,Pauline Murimi,Female,Mombasa,Small Business Owner,0729788065,2019-08-22,500,Active,15816954
MEM1260,Lilian Kariuki,Male,Mombasa,Police Officer,0711816546,2021-11-29,2000,Active,31506123
MEM1261,Agnes Chepkemoi,Male,Nakuru,Shopkeeper,0733501975,2023-04-18,1000,Active,20524469
MEM1262,Jacqueline Odero,Female,Kisumu,Nurse,0720538587,2018-09-16,2500,Active,34805350
MEM1263,Adhiambo Ogola,Male,Nakuru,Teacher,0720298049,2021-07-30,1000,Active,11609137
MEM1264,Jacqueline Yego,Female,Kisumu,Small Business Owner,0722748938,2022-11-14,1500,Active,27927869
MEM1265,George Munyao,Male,Nairobi,Engineer,0712245303,2022-03-22,500,Active,10938286
MEM1266,Jacqueline Awino,Female,Nairobi,Driver,0733728692,2020-10-02,500,Active,11584022
MEM1267,Irene Ochieng,Female,Nairobi,Police Officer,0720123942,2018-07-30,1500,Active,20165178
MEM1268,Mary Yego,Female,Kisumu,Engineer,0701739434,2022-11-23,1500,Active,22915147
MEM1269,Agnes Gathogo,Female,Nakuru,Police Officer,0712274544,2018-01-26,2000,Active,16316253
MEM1270,Collins Achieng,Male,Mombasa,Farmer,0729817606,2021-03-21,1000,Active,21803295
MEM1271,Henry Anyango,Male,Nairobi,Civil Servant,0733488283,2019-08-06,2000,Active,28044354
MEM1272,Eunice Njeri,Male,Mombasa,Farmer,0722879055,2020-08-19,3000,Active,11759435
MEM1273,Ndegwa Njeri,Female,Nairobi,Small Business Owner,0720678874,2020-09-07,2500,Inactive,37640333
MEM1274,Joseph Awino,Male,Nairobi,Nurse,0712991613,2020-06-21,500,Active,37695635
MEM1275,Francis Munyao,Male,Mombasa,Accountant,0711580005,2019-11-29,1500,Active,32956780
MEM1276,Gregory Musyoka,Male,Kisumu,Shopkeeper,0701858183,2019-01-13,1000,Active,39316681
MEM1277,Allan Akello,Male,Nakuru,Small Business Owner,0712283722,2023-06-01,1000,Active,24556048
MEM1278,Laban Akello,Male,Nairobi,Driver,0729847417,2018-04-16,5000,Inactive,34781293
MEM1279,Edwin Nderitu,Female,Mombasa,Farmer,0712438400,2019-06-02,1000,Active,27058228
MEM1280,Florence Akello,Male,Mombasa,Teacher,0711407213,2023-04-12,1500,Active,27582000
MEM1281,Paul Ndegwa,Male,Kisumu,Civil Servant,0733132390,2022-10-31,2000,Active,38495121
MEM1282,Mark Kariuki,Male,Kisumu,Civil Servant,0712705659,2020-09-05,2000,Active,15982423
MEM1283,Achieng Ngethe,Female,Mombasa,Farmer,0729581498,2018-08-22,2000,Active,27070669
MEM1284,James Ngethe,Female,Nairobi,Farmer,0712816881,2022-08-11,500,Inactive,22442786
MEM1285,Gregory Mwenda,Male,Nakuru,Civil Servant,0729353633,2018-05-14,1000,Active,32855043
MEM1286,Wanjiru Gakuya,Male,Nairobi,Police Officer,0711583819,2020-03-31,1500,Active,33460692
MEM1287,Stephen Ndolo,Female,Nakuru,Civil Servant,0733942726,2020-10-04,500,Active,11500577
MEM1288,Brian Oguta,Male,Nakuru,Shopkeeper,0701267003,2018-06-01,1500,Active,17197196
MEM1289,Robert Akoth,Female,Nairobi,Nurse,0712584664,2021-03-27,500,Active,13310169
MEM1290,Pauline Odhiambo,Male,Nakuru,Engineer,0733107217,2021-07-13,500,Active,25342218
MEM1291,Victor Kamau,Female,Kisumu,Farmer,0722815153,2021-11-06,1500,Active,16231238
MEM1292,Esther Ogola,Female,Nairobi,Farmer,0720645015,2018-04-20,1000,Inactive,39942501
MEM1293,Grace Chebet,Male,Kisumu,Civil Servant,0729504032,2018-11-07,2000,Active,17434559
MEM1294,George Kuria,Male,Nairobi,Engineer,0733921079,2018-11-02,2000,Suspended,33904532
MEM1295,Alex Muthoni,Female,Nakuru,Shopkeeper,0720372660,2022-07-20,2500,Active,20747837
MEM1296,Calvin Owino,Female,Kisumu,Accountant,0733850565,2021-02-26,1000,Active,12448248
MEM1297,Faith Mwangi,Male,Mombasa,Driver,0722559822,2023-04-28,1000,Suspended,33959024
MEM1298,Eunice Njeri,Female,Nairobi,Farmer,0729967962,2019-09-15,1000,Active,16831958
MEM1299,Emmanuel Gicheru,Male,Kisumu,Engineer,0722407194,2018-06-24,2000,Inactive,26618678
MEM1300,Thomas Maina,Male,Nairobi,Police Officer,0720968543,2019-05-24,2000,Active,16936940
MEM1301,Charles Awino,Female,Nairobi,Shopkeeper,0722481024,2018-08-31,500,Active,29164457
MEM1302,Erick Murimi,Female,Kisumu,Civil Servant,0720851435,2021-02-16,3000,Active,31488967
MEM1303,Charles Njeri,Female,Kisumu,Engineer,0729549407,2022-04-15,500,Inactive,30569438
MEM1304,John Gicheru,Female,Nairobi,Driver,0733208656,2020-05-02,1500,Active,10523204
MEM1305,Alice Ouma,Female,Nakuru,Teacher,0711988217,2021-05-26,2000,Active,11517797
MEM1306,John Korir,Male,Kisumu,Shopkeeper,0700894758,2021-05-05,3000,Active,22800637
MEM1307,Moses Chebet,Female,Mombasa,Accountant,0733857065,2022-06-08,2000,Active,16913214
MEM1308,Sharon Wainaina,Male,Nakuru,Engineer,0711484265,2021-06-20,2500,Active,33132073
MEM1309,Jacqueline Kyalo,Female,Nairobi,Driver,0720788428,2019-04-08,1000,Active,13903421
MEM1310,Stephen Ochieng,Male,Nairobi,Shopkeeper,0701248845,2022-05-08,2500,Active,19745605
MEM1311,Lucy Gitau,Male,Kisumu,Civil Servant,0712934197,2020-12-06,500,Active,10159007
MEM1312,Atieno Odero,Male,Nairobi,Driver,0729320290,2020-02-19,3000,Suspended,18066062
MEM1313,Njenga Mutua,Male,Nairobi,Farmer,0700201843,2020-07-11,1500,Active,32132308
MEM1314,Catherine Yego,Male,Nairobi,Civil Servant,0701773223,2023-02-04,2500,Active,37301152
MEM1315,Samuel Muthoni,Male,Nakuru,Nurse,0733580501,2020-06-25,1500,Active,37893934
MEM1316,Francis Oguta,Male,Kisumu,Police Officer,0729889056,2019-09-01,2000,Active,21098151
MEM1317,Gregory Ochieng,Male,Nairobi,Accountant,0712893751,2022-10-28,1500,Active,15941072
MEM1318,Kevin Ogol,Female,Nairobi,Driver,0700459077,2021-04-20,2000,Inactive,23083402
MEM1319,Ndegwa Murimi,Female,Nairobi,Nurse,0700822672,2020-05-28,500,Active,37735161
MEM1320,Faith Muthoni,Male,Nairobi,Shopkeeper,0729446723,2019-09-18,500,Active,17662886
MEM1321,Elijah Kuria,Male,Mombasa,Shopkeeper,0729833543,2021-03-10,1000,Active,22474993
MEM1322,Winnie Okello,Female,Kisumu,Farmer,0700695833,2021-06-25,1000,Active,38111477
MEM1323,Caroline Achieng,Female,Kisumu,Small Business Owner,0700723303,2018-05-04,3000,Active,23487497
MEM1324,Calvin Mureithi,Female,Mombasa,Shopkeeper,0722898304,2021-06-02,1000,Inactive,11501788
MEM1325,Samuel Mulwa,Female,Nairobi,Shopkeeper,0711255214,2023-05-21,5000,Active,15232108
MEM1326,Robert Kimani,Male,Mombasa,Engineer,0700127200,2022-02-24,1000,Active,14753636
MEM1327,Eric Mutua,Male,Nakuru,Civil Servant,0712488865,2018-07-23,1000,Active,30090771
MEM1328,Hellen Okumu,Male,Kisumu,Engineer,0701848476,2023-04-25,2500,Active,18260200
MEM1329,Felix Ochieng,Female,Kisumu,Farmer,0700421559,2022-04-12,2000,Inactive,30862929
MEM1330,Achieng Musyoka,Male,Nairobi,Farmer,0711695213,2019-03-02,1500,Inactive,32432238
MEM1331,Charles Okello,Female,Mombasa,Small Business Owner,0700598372,2021-07-05,2000,Inactive,18663260
MEM1332,Njenga Ochieng,Male,Nairobi,Farmer,0729805983,2019-03-09,2000,Active,39593156
MEM1333,Atieno Ndolo,Male,Mombasa,Accountant,0700261943,2019-06-26,1000,Active,24188176
MEM1334,Njenga Kilonzo,Male,Kisumu,Farmer,0711253643,2021-09-14,5000,Active,32830291
MEM1335,Eric Gitonga,Male,Nakuru,Shopkeeper,0700502890,2018-06-16,5000,Active,29144136
